Zeitstempel;Name up to three movies from the 90s;Name up to three actors;Name up to three music genres;Name up to three books;Name up to three (book) authors;Name up to three politicians;Name up to three US presidents;Name up to three cities;Name up to three lakes;Name up to three mountains;Name up to three european capital cities;Name up to three european countries;Name up to three asian countries;Name up to three continents;Name up to three birds;Name up to three african animals;Name up to three pieces of furniture;Name up to three vegetables;Name up to three types of fast food;Name up to three landmarks/sights in Europe;Name up to three companies listed in the DAX (German stock index);Name up to three US companies;Name up to three US tech companies;What is your age?;What gender do you identify with?;What is the highest degree you have completed?;Which country are you from?
2022/03/16 12:40:28 PM OEZ;Lion King, American Pie, Kevin - Home Alone;Robert Downey Jr., Jennifer Aniston, Kevin James;R&B, Pop, Rap;Playlist, Hunger Games, Die Bestimmung;Sebastian Fitzek, JP Kraemer, J.K. Rowling;Barack Obama, Angela Merkel, Nelson Mandela;Barack Obama, John F. Kennedy, Abraham Lincoln;Munich, Reykjavik, Lisbon;Lake Constance, Loch Ness, Lake Garda;K2, Grossglockner, Zugspitze;Reykjavik, Oslo, Helsinki ;Iceland, Sweden, Portugal;Japan, India, Nepal;Europe, Australia, Antarctic;falcon, parrot, eagle;lion, elephant, hippo;bed, couch, cabinet ;paprika, potato, onion;Burger, Pizza, Pommes;Eiffel tower, Colosseum, brandenburg gate;Adidas, Allianz, BMW;Ford, Amazon, Apple;Apple, Microsoft, Google;26;Male;Less than a high school degree;germany
2022/03/16 8:51:49 PM OEZ;Prinzessin Mononoke, Pulp Fiction, Seven ;Chris Evans, Sebastian Stan, Jensen Ackles ;Rock, Soul, Jazz ;Wer die Nachtigall stört, Das Geschenk, Harry Potter und die Kammer des Schreckens;Fitzgerald, Astrid Lindgren, Walter Moers;Merkel, Obama, Hitler ;Lincoln, Bush, Obama ;Jaipur, Berlin, Heidelberg ;Lake Michigan, Bodensee, Tittikakasee;Mount Everest, Zugspitze, Stetind;Berlin, Sofia, Helsinki ;Germany, Poland, Spain ;Thailand, India, Russia ;Europe, Australia, Africa ;Eule, Rabe, Kolibri ;Zebra, Knu, Afrikanischer Elefant ;Couch, Bed, drawers ;Tomato cucumber garlic;Burger, Hot Dog, French Fries ;Tour Eiffel, Brandenburger Tor, Rakotzbrücke;Meta, teslar, apple ;Amazon, Tiffany & Co., Whole Foods;Meta, apple, Microsoft ;26;Female;High school degree or equivalent;Germany
2022/03/17 3:47:38 PM OEZ;Clueless, The Wedding Singer, Misery;Chris Pratt, Brad Pitt, Matt Damon ;Indie, Classical, pop;Lord of the Rings, Harry Potter and the Sorcerer's Stone, and Breakfast of Champions ;Tolkien, Rowling, Kurt Vonnegut;Joe Biden, Barrack Obama, Hilary Clinton;Washington, Lincoln, Kennedy;Pittsburgh, Las Vegas, London;Erie, Michigan, Huron;Alps, Rockies, Pyrenees;Paris, Lisbon, Berlin ;Wales, Germany, France;India, China, Turkey;Australia, Europe, Asia;cardinal, robin, wren;elephant, hyena, hippo;Couch, table, bed;broccoli, carrots, green beans;McDonalds, Wendy's, Arby's;Big Ben, Loch Ness, Eifel Tower;Adidas, Bayer, BMW;Craft Heinz, Amazon, Apple;Microsoft, Verizon, Netflix;45;Female;Bachelor's degree;U.S.A.
2022/03/17 5:00:36 PM OEZ;10 things i hate about you, my girl;michelle keegan, david walliams;carrot, mushroom, pepper;play dead, catch, this is going to hurt a bit;harlan coben, meg carter, giovanna fletcher;Borris Johnson, Theresa May, Tony Blair;Trump, biden, kennedy;birmingham, nice, amsterdam;Loch ness, windemere;val d'sere, etna;barcelona, london, dublin;italy, spain, france;thailand, cambodia, japan;europe, australasia, africa;magpie, crow, robin;elephant, lion, antelope;bed, wardrobe, desk;;burgers, fries, pizza;eiffel tower, mannekin de pis, big ben;;amazon, apple;apple, amazon, microsoft;23;Female;Master's degree;england
2022/03/17 6:04:05 PM OEZ;Clueless ;Jennifer Aniston, Brad Pitt, Angelina Jolie;Techno, Rock, House;Harry Potter, A curious incident of a dog in the night time, notes on a nervous planet;Charlotte Brontë, Benedict Wells, Jane Austen;Gerhard Schröder, Angela Merkel ;Biden, Bush, Kennedy;Berlin, Hamburg, Munich ;Lake constance;Zugspitze, Watzmann, Feldberg;London, Paris, Berlin;Italy, Spain, France ;Thailand, Japan;Asia, Africa, America;Seagull, robyn, sparrow ;Antelope, lion, elefant ;Chair, desk, lamp ;Carot, eggplant, brokkoli ;Burger, Pizza, Hot dogs ;Eiffel tower, Tower Bridge, Brandenburger Tor;;Amazon, Apple;Apple, Microsoft, Amazon;26;Female;Bachelor's degree;Germany
2022/03/20 1:46:31 PM OEZ;Chocolat, Cinema Paradiso, The Silence of the Lambs;Daniel Craig, Juliette Binoche, julia Roberts;Jazz, Classic, Heavy Metal;Der Tod in Venedig, Eine kurze Geschichteder Zeit, Das Parfum;Thomas Mann, Günter Grass, Franz Kafka;Caesar, Napoleon, Putin;lincoln, Kennedy, Trump;Paris, Berlin, Rome;Lake Louise, Lake Geneva, Lake Constance;Matterhorn, Großglockner, Zugspitze;Paris, Berlin, Rome;Germany, Spain, Italian;Thailand, China, Indien;europe, asia, africa;Eagle, Swallow, Pigeon;Lion, Giraffe, Rhinoceros;Barcelona Chair, Diamond Chair, Le Corbusier LC4;Beans, Peas Carrots;Burger, Hot Dog, Taco;Eifelturm, Brandenburger Tor, Atomuim Brussels;Telekom, BASF, Daimler Group (new);Ford, McDonald, Wrangler;apple, microsoft, netflix;70;Female;Dipl.-Ing.;Germany
2022/03/24 1:59:30 PM OEZ;Ghost Dog: The Way of the Samurai, Mrs. Doubtfire, Eyes Wide Shut;Brad Pitt, Lily James, Paul Dano;Hip hop, Rock, Pop;Milkman, Sarah, The Magic of Thinking Big;Anthony Robbins, Esther Hicks, Jerry Hicks;Bernard Sanders, Angela Merkel, Boris Johnson;Bill Clinton, George W. Bush, Barack Obama;New York, Washington, Dublin;Lake Baikal, Lake Superior, Lake Victoria;Everest, Damavand, Dena;Dublin, London, Belfast;Republic of Ireland, England, Germany;Iran, Japan, South Korea;Asia, Africa, Europe;Hens, sparrows, roosters;Elephants, hippopatemous, giraffes;chair, table, sofa;Aubergines, zucchinis, Lettuces;Pizzas, Burgers, French fries;Glendalough, Bray, Kilkenny;Airbus SE, Adidas AG, Allianz SE;Apple, Walmart, Amazon;IBM, Google, Microsoft;33;Female;Master's degree;Iran
2022/03/24 5:30:21 PM OEZ;;Richard Gere, Julia Roberts, Bruce Willis;pop, metal, hip hop;Catcher in the rye, Tom Sawyer, The Bible;Stephen King, Ernest Hemingway, Astrid Lindgren;Boris Johnson, Angela Merkel, Madeleine Albright;Roosevelt, Obama, George W. Bush;New York, Stockholm, Munich;Lake Ontario, Lake Victoria, Bodensee;Zugspitze, Triglav, Matterhorn;Paris, London, Helsinki;France, Germany, Italy;China, Korea, Vietnam;Asia, Europe, Africa;eagle, nightingale, seagull;elephant, lion, gnu;chair, table, sofa;bean, coliflour, carrot ;hamburger, fried chicken, pizza;Big Ben, Eiffel tower, Colosseum;Siemens, Deutsche Bank;McDonalds, Meta, Starbucks;Apple, Google, Tesla;59;Male;Doctorate (e.g. PhD);Germany
2022/04/01 11:01:06 PM OEZ;Jurassic Park, Pulp Fiction, DAncer in the DArk;max schreck, peter lorre, orson welles;rock, hiphop, classic;Absalom Absalom, Die unendiche Gschichte, Buddenbrooks;William Faulkner, thomas Mann, Selma Lagerlöv;Angla Merkel, Joe Biden, Wladimir Putin;joe biden, donald trump, george washington;rome, bologna, Berlin;lake erie, Bodensee, aralsee;aconcagua, mount everest, zugspitze;paris, london, berlin;Malta, France, Germany;mongolia, china, india;europe, asia, australia;thrush, crow, stork;lion, zebra, giraffe;chair, sofa, table;cucumber, cauliflower,onion;burger, chips, döner kebap;Sagrada Familia, Bradenburger Tor, Knossos ;siemens, bosch, deutsche bank;apple, ford, chrysler;google, apple, microsoft;47;Female;Doctorate (e.g. PhD);GErmany
2022/04/01 11:08:50 PM OEZ;Four Weddings and a Funeral, Gegen die Wand, Clerks, ;Kevin Bacon, KEanu Reeves, Dustin Hoffman;pop, jazz, classic;Harry Potter and the Goblet of Fire, The King of Narnia, Pippi Longstocking;Toni Morrisson, Stanislaw Lem, Richard Scarry;Annalena Baerbock, Wladimir Putin, Olaf scholz;Joe Biden, Barak Obama, Donald trump;Berlin, München, Hamburg;Bodensee, Krumme Lanke, Wannsee;mount everest, zugspitze, brocken;Paris, Rome, London;Germany, Denmark, Poland;China, Korea, Japan;Asia, Europe, Afrcia;sparrow, eagle, falcon;lion, elephant, cheeta;bed, table, sofa;carrot, turnip, cucumber;hot dog, burger, french fries;Dome in Cologne, Tower Bridge, Versailles Palace;Siemens, Volkswagen, BMW;Ford Motorcars, Coca Cola,  HEinz Ketchup;apple, microsoft, facebook;50;Female;Doctorate (e.g. PhD);Germany
2022/04/01 11:30:14 PM OEZ;Pulp Fiction, James Bond - Golden Eye, Finding Nemo;Hugh Grant, Jack Nicholson, MArlene Dietrich;Jazz, Swing, Opera;Atlas shrugged, To kill a mockingbird, cien anos de soledad;Len Deighton, Ernest Hemingway, Mario Vargas Llosa;Roosevelt, Churchill, Bismarck;Joe Biden, Abraham Lincoln, Barack Obama;New York, Hamburg, Bremen;Tegernsee, Starnberger See, Spitzingsee;Mont Blanc, Zugspitze, Monte Baldo;Vienna, Berlin, Moskau;Lithuania, Germany, Sweden;China, Vietnam, Indonesia;asia, america, europe;flamingo, swan, raven;Leopard, Elephant, Lion;cupboard, table, chair;Ondion, potato, tomato;Pizza, Hamburger, Fish and chips;Louvre, Alhambra, Old town of Prag;Mercedes, Bosch, MIele;Peterbilt Trucks, Walt Disney, McDonalds;apple, google, hewlett packard;45;Female;Doctorate (e.g. PhD);Germany
